Word	POS	Level
remain	verb	b1
remainder	noun	c1
remains	noun	c1
remark	noun	b2
remark	verb	b2
remarkable	adjective	b2
remarkably	adverb	b2
remedy	noun	c1
remember	verb	a1
remind	verb	b1
reminder	noun	c1
remote	adjective	b1
removal	noun	c1
remove	verb	a2
render	verb	c1
renew	verb	c1
renowned	adjective	c1
rent	noun	b1
rent	verb	b1
rental	noun	c1
repair	noun	b1
repair	verb	a2
repeat	noun	b1
repeat	verb	a1
repeated	adjective	b1
replace	verb	a2
replacement	noun	c1
reply	noun	a2
reply	verb	a2
report	noun	a1
report	verb	a2
reportedly	adverb	c1
reporter	noun	a2
reporting	noun	b2
represent	verb	b1
representation	noun	c1
representative	adjective	b2
representative	noun	b2
reproduce	verb	c1
reproduction	noun	c1
republic	noun	c1
reputation	noun	b2
request	noun	a2
request	verb	b1
require	verb	b1
requirement	noun	b2
rescue	noun	b2
rescue	verb	b2
research	noun	a2
research	verb	a2
researcher	noun	a2
resemble	verb	c1
reservation	noun	b1
reserve	noun	b2
reserve	verb	b2
reside	verb	c1
residence	noun	c1
resident	adjective	b2
resident	noun	b2
residential	adjective	c1
residue	noun	c1
resign	verb	b2
resignation	noun	c1
resist	verb	b2
resistance	noun	c1
resolution	noun	b2
resolve	verb	b2
resort	noun	b2
resource	noun	b1
respect	noun	b1
respect	verb	b1
respective	adjective	c1
respectively	adverb	c1
respond	verb	a2
response	noun	a2
responsibility	noun	b1
responsible	adjective	b1
rest	noun	a2
rest	verb	a2
restaurant	noun	a1
restoration	noun	c1
restore	verb	b2
restraint	noun	c1
restrict	verb	b2
restriction	noun	b2
result	noun	a1
result	verb	b1
resume	verb	c1
retail	noun	b2
retain	verb	b2
retire	verb	b1
retired	adjective	b1
retirement	noun	b2
retreat	noun	c1
retreat	verb	c1
retrieve	verb	c1
return	noun	a1
return	verb	a1
reveal	verb	b2
revelation	noun	c1
revenge	noun	c1
revenue	noun	b2
reverse	verb	c1
review	noun	a2
review	verb	a2
revise	verb	b1
revision	noun	b2
revival	noun	c1
revive	verb	c1
revolution	noun	b2
revolutionary	adjective	c1
reward	noun	b2
reward	verb	b2
rhetoric	noun	c1
rhythm	noun	b2
rice	noun	a1
rich	adjective	a1
rid	verb	b2
ride	noun	a2
ride	verb	a1
ridiculous	adjective	b2
rifle	noun	c1
right	adjective	a1
right	noun	a1
right	adverb	a1
ring	noun	a2
ring	verb	a2
riot	noun	c1
rip	verb	c1
rise	noun	b1
rise	verb	a2
risk	noun	b1
risk	verb	b1
risky	adjective	b2
ritual	noun	c1
rival	noun	b2
rival	adjective	b2
river	noun	a1
road	noun	a1
rob	verb	b2
robbery	noun	b2
robot	noun	b1
robust	adjective	c1
rock	noun	a2
rock	verb	c1
rocket	noun	b2
rod	noun	c1
role	noun	a2
roll	noun	b1
roll	verb	b1
romance	noun	b2
romantic	adjective	b1
roof	noun	a2
room	noun	a1
root	noun	b2
rope	noun	b1
rose	noun	b2
rotate	verb	c1
rotation	noun	c1
rough	adjective	b1
roughly	adverb	b2
round	preposition	a2
round	adjective	a2
round	noun	b2
round	adverb	a2
route	noun	a2
routine	adjective	b2
routine	noun	a1
row	noun	b1
royal	adjective	b1
rub	verb	b2
rubber	noun	b2
rubber	adjective	b2
rubbish	noun	a2
rude	adjective	a2
rugby	noun	b1
ruin	noun	b2
ruin	verb	b2
rule	noun	a1
rule	verb	b1
ruling	noun	c1
rumour	noun	c1
run	noun	a2
run	verb	a1
runner	noun	a2
running	noun	a2
rural	adjective	b2
rush	noun	b2
rush	verb	b2
sack	verb	c1
sacred	adjective	c1
sacrifice	noun	c1
sacrifice	verb	c1
sad	adjective	a1
sadly	adverb	a2
safe	adjective	a2
safety	noun	b1
sail	noun	b1
sail	verb	a2
sailing	noun	a2
sailor	noun	b1
saint	noun	c1
sake	noun	c1
salad	noun	a1
salary	noun	a2
sale	noun	a2
salt	noun	a1
same	adjective	a1
same	pronoun	a1
same	adverb	a1
sample	noun	b1
sample	verb	b2
sanction	noun	c1
sand	noun	b1
sandwich	noun	a1
satellite	noun	b2
satisfaction	noun	b2
satisfied	adjective	b2
satisfy	verb	b2
Saturday	noun	a1
sauce	noun	a2
save	verb	a2
saving	noun	b2
say	noun	c1
say	verb	a1
scale	noun	b2
scan	verb	b1
scandal	noun	b2
scare	verb	b2
scared	adjective	a2
scary	adjective	a2
scattered	adjective	c1
scenario	noun	b2
scene	noun	a2
sceptical	adjective	c1
schedule	noun	a2
schedule	verb	b2
scheme	noun	b2
scholar	noun	b2
scholarship	noun	b2
school	noun	a1
science	noun	a1
scientific	adjective	b1
scientist	noun	a1
scope	noun	c1
score	noun	a2
score	verb	a2
scratch	verb	b2
scream	noun	b2
scream	verb	b2
screen	noun	a2
screen	verb	b2
screening	noun	b2
screw	verb	c1
script	noun	b1
scrutiny	noun	c1
sculpture	noun	b1
sea	noun	a1
seal	noun	c1
seal	verb	c1
search	noun	a2
search	verb	a2
season	noun	a2
seat	noun	a2
seat	verb	b2
second	noun	a1
second	adverb	a1
second	determiner	a1
second	number	a1
secondary	adjective	b1
secondly	adverb	a2
secret	adjective	a2
secret	noun	a2
secretary	noun	a2
section	noun	a1
sector	noun	b2
secular	adjective	c1
secure	adjective	b2
secure	verb	b2
security	noun	b1
see	verb	a1
seed	noun	b1
seek	verb	b2
seeker	noun	b2
seem	linking verb	a2
seemingly	adverb	c1
segment	noun	c1
seize	verb	c1
seldom	adverb	c1
select	verb	b2
selection	noun	b2
selective	adjective	c1
self	noun	b2
sell	verb	a1
seminar	noun	b2
senator	noun	c1
send	verb	a1
senior	adjective	b2
sensation	noun	c1
sense	noun	a2
sense	verb	b2
sensible	adjective	b1
sensitive	adjective	b2
sensitivity	noun	c1
sentence	noun	a1
sentence	verb	b2
sentiment	noun	c1
separate	adjective	a2
separate	verb	b1
separation	noun	c1
September	noun	a1
sequence	noun	b2
serial	adjective	c1
series	noun	a2
serious	adjective	a2
seriously	adverb	b1
servant	noun	b1
serve	verb	a2
service	noun	a2
session	noun	b2
set	noun	b1
set	verb	b1
set-up	noun	c1
setting	noun	b1
settle	verb	b2
settlement	noun	c1
settler	noun	b2
seven	number	a1
seventeen	number	a1
seventy	number	a1
several	determiner	a2
several	pronoun	a2
severe	adjective	b2
severely	adverb	b2
sex	noun	b1
sexual	adjective	b1
sexuality	noun	c1
sexy	adjective	b2
shade	noun	b2
shadow	noun	b2
shake	noun	b1
shake	verb	a2
shall	modal verb	a2
shallow	adjective	b2
shame	noun	b2
shape	noun	a2
shape	verb	b2
shaped	adjective	b2
share	noun	b1
share	verb	a1
shareholder	noun	c1
sharp	adjective	b1
shatter	verb	c1
she	pronoun	a1
shed	verb	c1
sheep	noun	a1
sheer	adjective	c1
sheet	noun	a2
shelf	noun	b1
shell	noun	b1
shelter	noun	b2
shelter	verb	b2
shift	noun	b1
shift	verb	b2
shine	verb	b1
shiny	adjective	b1
ship	noun	a2
ship	verb	b2
shipping	noun	c1
shirt	noun	a1
shock	noun	b2
shock	verb	b2
shocked	adjective	b2
shocking	adjective	b2
shoe	noun	a1
shoot	noun	c1
shoot	verb	b1
shooting	noun	b2
shop	noun	a1
shop	verb	a1
shopping	noun	a1
shore	noun	b2
short	adjective	a1
short-term	adjective	b2
shortage	noun	b2
shortly	adverb	b2
shot	noun	b2
should	modal verb	a1
shoulder	noun	a2
shout	noun	a2
shout	verb	a2
show	noun	a1
show	verb	a1
shower	noun	a1
shrink	verb	c1
shrug	verb	c1
shut	verb	a2
shut	adjective	a2
shy	adjective	b1
sibling	noun	b2
sick	adjective	a1
side	noun	a2
sigh	noun	c1
sigh	verb	c1
sight	noun	b1
sign	noun	a2
sign	verb	a2
signal	noun	b1
signal	verb	b1
signature	noun	b2
significance	noun	b2
significant	adjective	b2
significantly	adverb	b2
silence	noun	b2
silent	adjective	b1
silk	noun	b2
silly	adjective	b1
silver	noun	a2
silver	adjective	a2
similar	adjective	a1
similarity	noun	b1
similarly	adverb	b1
simple	adjective	a2
simply	adverb	b1
simulate	verb	c1
simulation	noun	c1
simultaneously	adverb	c1
sin	noun	c1
since	conjunction	a2
since	preposition	a2
since	adverb	b1
sincere	adjective	b2
sing	verb	a1
singer	noun	a1
singing	noun	a2
single	adjective	a2
single	noun	a2
sink	verb	b1
sir	noun	a2
sister	noun	a1
sit	verb	a1
site	noun	a2
situated	adjective	c1
situation	noun	a1
six	number	a1
sixteen	number	a1
sixty	number	a1
size	noun	a2
sketch	noun	c1
ski	noun	a2
ski	verb	a2
ski	adjective	a2
skiing	noun	a2
skill	noun	a1
skilled	adjective	b2
skin	noun	a2
skip	verb	c1
skirt	noun	a1
skull	noun	b2
sky	noun	a2
slam	verb	c1
slap	verb	c1
slash	verb	c1
slave	noun	b2
slavery	noun	c1
sleep	noun	a2
sleep	verb	a1
slice	noun	b1
slice	verb	b1
slide	noun	b2
slide	verb	b2
slight	adjective	b2
slightly	adverb	b1
slip	verb	b2
slogan	noun	b2
slope	noun	b2
slope	verb	b2
slot	noun	c1
slow	adjective	a1
slow	verb	b1
slowly	adverb	a2
small	adjective	a1
smart	adjective	b1
smash	verb	c1
smell	noun	a2
smell	verb	a2
smile	noun	a2
smile	verb	a2
smoke	noun	a2
smoke	verb	a2
smoking	noun	a2
smooth	adjective	b1
snake	noun	a1
snap	verb	c1
snow	noun	a1
snow	verb	a1
so	conjunction	a1
so	adverb	a1
so-called	adjective	b2
soak	verb	c1
soap	noun	a2
soar	verb	c1
soccer	noun	a2
social	adjective	a2
socialist	adjective	c1
society	noun	a2
sock	noun	a2
soft	adjective	a2
software	noun	b1
soil	noun	b1
solar	adjective	b2
soldier	noun	a2
sole	adjective	c1
solely	adverb	c1
solicitor	noun	c1
solid	adjective	b1
solid	noun	b1
solidarity	noun	c1
solo	adjective	c1
solo	noun	c1
solution	noun	a2
solve	verb	a2
some	determiner	a1
some	pronoun	a1
somebody	pronoun	a1
somehow	adverb	b2
someone	pronoun	a1
something	pronoun	a1
sometime	adverb	b2
sometimes	adverb	a1
somewhat	adverb	b2
somewhere	pronoun	a2
somewhere	adverb	a2
son	noun	a1
song	noun	a1
soon	adverb	a1
sophisticated	adjective	b2
sorry	adjective	a1
sorry	exclamation	a1
sort	noun	a2
sort	verb	b1
soul	noun	b2
sound	adjective	c1
sound	noun	a1
sound	verb	a1
soup	noun	a1
source	noun	a2
south	adjective	a1
south	noun	a1
south	adverb	a1
southern	adjective	b1
sovereignty	noun	c1
space	noun	a1
spam	noun	c1
span	verb	c1
spare	adjective	b2
spare	verb	c1
spark	verb	c1
speak	verb	a1
speaker	noun	a2
special	adjective	a1
specialist	adjective	b2
specialist	noun	b2
specialize	verb	b2
specialized	adjective	c1
species	noun	b2
specific	adjective	a2
specifically	adverb	b1
specification	noun	c1
specify	verb	b2
specimen	noun	c1
spectacle	noun	c1
spectacular	adjective	b2
spectator	noun	b2
spectrum	noun	c1
speculate	verb	b2
speculation	noun	b2
speech	noun	a2
speed	noun	a2
speed	verb	b2
spell	noun	c1
spell	verb	a1
spelling	noun	a1
spend	verb	a1
spending	noun	b1
sphere	noun	c1
spicy	adjective	b1
spider	noun	a2
spill	verb	b2
spin	noun	c1
spin	verb	c1
spine	noun	c1
spirit	noun	b1
spiritual	adjective	b2
spite	noun	b2
split	noun	b2
split	verb	b2
spoil	verb	b2
spoken	adjective	b1
spokesman	noun	b2
spokesperson	noun	b2
spokeswoman	noun	b2
sponsor	noun	b2
sponsor	verb	b2
sponsorship	noun	b2
spoon	noun	a2
sport	noun	a1
sporting	adjective	b2
spot	noun	b1
spot	verb	b2
spotlight	noun	c1
spouse	noun	c1
spread	noun	b2
spread	verb	b1
spring	noun	a1
spring	verb	b1
spy	noun	c1
squad	noun	c1
square	adjective	a2
square	noun	a2
squeeze	verb	c1
stab	verb	c1
stability	noun	c1
stabilize	verb	c1
stable	adjective	b2
stadium	noun	b1
staff	noun	b1
stage	noun	a2
stage	verb	b2
stair	noun	a2
stake	noun	c1
stall	noun	b2
stamp	noun	a2
stance	noun	b2
stand	noun	b2
stand	verb	a1
standard	adjective	b1
standard	noun	b1
standing	adjective	c1
star	noun	a1
star	verb	a2
stare	verb	b2
stark	adjective	c1
start	noun	a2
start	verb	a1
starve	verb	b2
state	noun	a2
state	verb	b1
state	adjective	b1
statement	noun	a1
station	noun	a1
statistic	noun	b1
statistical	adjective	c1
statue	noun	b1
status	noun	b2
stay	noun	a2
stay	verb	a1
steadily	adverb	b2
steady	adjective	b2
steal	verb	a2
steam	noun	b2
steel	noun	b2
steep	adjective	b2
steer	verb	c1
stem	noun	c1
stem	verb	c1
step	noun	a2
step	verb	b2
stereotype	noun	c1
stick	noun	b1
stick	verb	b1
sticky	adjective	b2
stiff	adjective	b2
still	adjective	b1
still	adverb	a1
stimulate	verb	b2
stimulus	noun	c1
stir	verb	c1
stock	noun	b2
stomach	noun	a2
stone	noun	a2
stop	noun	a1
stop	verb	a1
storage	noun	c1
store	noun	a2
store	verb	b1
storm	noun	a2
story	noun	a1
straight	adjective	a2
straight	adverb	a2
straightforward	adjective	c1
strain	noun	c1
strand	noun	c1
strange	adjective	a2
stranger	noun	b1
strategic	adjective	c1
strategy	noun	a2
stream	noun	b2
street	noun	a1
strength	noun	b1
strengthen	verb	b2
stress	noun	a2
stress	verb	a2
stretch	noun	b2
stretch	verb	b2
strict	adjective	b2
strictly	adverb	b2
strike	noun	b2
strike	verb	b2
striking	adjective	c1
string	noun	b1
strip	noun	c1
strip	verb	c1
strive	verb	c1
stroke	noun	b2
strong	adjective	a1
strongly	adverb	b1
structural	adjective	c1
structure	noun	a2
structure	verb	b2
struggle	noun	b2
struggle	verb	b2
student	noun	a1
studio	noun	b1
study	noun	a1
study	verb	a1
stuff	noun	b1
stuff	verb	b2
stumble	verb	c1
stun	verb	c1
stunning	adjective	b2
stupid	adjective	a2
style	noun	a1
subject	adjective	b2
subject	noun	a1
submission	noun	c1
submit	verb	b2
subscriber	noun	c1
subscription	noun	c1
subsequent	adjective	b2
subsequently	adverb	b2
subsidy	noun	c1
substance	noun	b1
substantial	adjective	c1
substantially	adverb	c1
substitute	noun	c1
substitute	verb	c1
substitution	noun	c1
subtle	adjective	c1
suburb	noun	b2
suburban	adjective	c1
succeed	verb	a2
success	noun	a1
successful	adjective	a2
successfully	adverb	b1
succession	noun	c1
successive	adjective	c1
successor	noun	c1
such	determiner	a2
such	pronoun	a2
suck	verb	c1
sudden	adjective	b1
suddenly	adverb	a2
sue	verb	c1
suffer	verb	b1
suffering	noun	b2
sufficient	adjective	b2
sufficiently	adverb	b2
sugar	noun	a1
suggest	verb	a2
suggestion	noun	a2
suicide	noun	c1
suit	noun	a2
suit	verb	b1
suitable	adjective	b1
suite	noun	c1
sum	noun	b2
sum	verb	b2
summarize	verb	b1
summary	noun	b1
summer	noun	a1
summit	noun	c1
sun	noun	a1
Sunday	noun	a1
super	adjective	b2
superb	adjective	c1
superior	adjective	c1
supermarket	noun	a1
supervise	verb	c1
supervision	noun	c1
supervisor	noun	c1
supplement	noun	c1
supplement	verb	c1
supply	noun	b1
supply	verb	b1
support	noun	a2
support	verb	a2
supporter	noun	b1
supportive	adjective	c1
suppose	verb	a2
supposedly	adverb	c1
suppress	verb	c1
supreme	adjective	c1
sure	adjective	a1
sure	adverb	a2
surely	adverb	b1
surface	noun	b1
surge	noun	c1
surgeon	noun	b2
surgery	noun	b2
surgical	adjective	c1
surplus	noun	c1
surprise	noun	a2
surprise	verb	a2
surprised	adjective	a2
surprising	adjective	a2
surrender	verb	c1
surround	verb	b2
surrounding	adjective	b2
surveillance	noun	c1
survey	noun	a2
survey	verb	b2
survival	noun	b2
survive	verb	b1
survivor	noun	b2
suspect	noun	b2
suspect	verb	b2
suspend	verb	b2
suspension	noun	c1
suspicion	noun	c1
suspicious	adjective	c1
sustain	verb	c1
sustainable	adjective	b2
swallow	verb	b2
swear	verb	b2
sweater	noun	a1
sweep	verb	b2
sweet	adjective	a2
sweet	noun	a2
swim	noun	b1
swim	verb	a1
swimming	noun	a1
swing	noun	c1
swing	verb	c1
switch	noun	b2
switch	verb	b1
sword	noun	c1
symbol	noun	a2
symbolic	adjective	c1
sympathetic	adjective	b2
sympathy	noun	b2
symptom	noun	b1
syndrome	noun	c1
synthesis	noun	c1
system	noun	a2
systematic	adjective	c1
T-shirt	noun	a1
table	noun	a1
tablet	noun	a2
tackle	noun	c1
tackle	verb	b2
tactic	noun	c1
tactical	adjective	c1
tag	noun	b2
tail	noun	b1
take	verb	a1
tale	noun	b2
talent	noun	b1
talented	adjective	b1
talk	noun	a2
talk	verb	a1
tall	adjective	a1
tank	noun	b2
tap	noun	b2
tap	verb	b2
tape	noun	b1
target	noun	a2
target	verb	b2
task	noun	a2
taste	noun	a2
taste	verb	a2
tax	noun	b1
tax	verb	b1
taxi	noun	a1
taxpayer	noun	c1
tea	noun	a1
teach	verb	a1
teacher	noun	a1
teaching	noun	a2
team	noun	a1
tear	noun	b2
tear	verb	b2
technical	adjective	b1
technique	noun	b1
technological	adjective	b2
technology	noun	a2
teenage	adjective	a2
teenager	noun	a1
teens	noun	b2
telephone	noun	a1
telephone	verb	a1
television	noun	a1
tell	verb	a1
temperature	noun	a2
temple	noun	b2
temporarily	adverb	b2
temporary	adjective	b2
tempt	verb	c1
ten	number	a1
tenant	noun	c1
tend	verb	b1
tendency	noun	b2
tender	adjective	c1
tennis	noun	a1
tension	noun	b2
tent	noun	b1
tenure	noun	c1
term	noun	a2
term	verb	b2
terminal	adjective	c1
terminal	noun	b2
terminate	verb	c1
terms	noun	b2
terrain	noun	c1
terrible	adjective	a1
terribly	adverb	b2
terrific	adjective	c1
terrify	verb	b2
territory	noun	b2
terror	noun	b2
terrorism	noun	b2
terrorist	noun	b2
test	noun	a1
test	verb	a1
testify	verb	c1
testimony	noun	c1
testing	noun	b2
text	noun	a1
textbook	noun	b2
texture	noun	c1
than	conjunction	a1
thank	verb	a1
thankfully	adverb	c1
thanks	noun	a1
thanks	exclamation	a1
that	conjunction	a1
that	determiner	a1
that	pronoun	a1
that	adverb	b1
the	definite article	a1
theatre	noun	a1
theatrical	adjective	c1
theft	noun	b2
their	determiner	a1
theirs	pronoun	b1
them	pronoun	a1
theme	noun	b1
themselves	pronoun	a2
then	adverb	a1
theology	noun	c1
theoretical	adjective	c1
theory	noun	b1
therapist	noun	b2
therapy	noun	b2
there	adverb	a1
thereafter	adverb	c1
thereby	adverb	c1
therefore	adverb	b1
thesis	noun	b2
they	pronoun	a1
thick	adjective	a2
thief	noun	a2
thin	adjective	a2
thing	noun	a1
think	verb	a1
thinking	noun	a2
third	noun	a2
third	ordinal number	a1
thirsty	adjective	a1
thirteen	number	a1
thirty	number	a1
this	determiner	a1
this	pronoun	a1
this	adverb	b1
thorough	adjective	b2
thoroughly	adverb	b2
though	conjunction	b1
though	adverb	b1
thought	noun	a2
thought-provoking	adjective	c1
thoughtful	adjective	c1
thousand	number	a1
thread	noun	c1
threat	noun	b2
threaten	verb	b2
three	number	a1
threshold	noun	c1
thrilled	adjective	c1
thrive	verb	c1
throat	noun	b1
through	preposition	a1
through	adverb	a1
throughout	preposition	b1
throughout	adverb	b1
throw	verb	a2
thumb	noun	b2
Thursday	noun	a1
thus	adverb	b2
ticket	noun	a1
tide	noun	c1
tidy	adjective	a2
tidy	verb	a2
tie	noun	a2
tie	verb	a2
tight	adjective	b1
tighten	verb	c1
till	conjunction	b1
till	preposition	b1
timber	noun	c1
time	noun	a1
time	verb	b2
timely	adjective	c1
timing	noun	b2
tin	noun	b1
tiny	adjective	b1
tip	noun	a2
tip	verb	b1
tired	adjective	a1
tissue	noun	b2
title	noun	a1
title	verb	b2
to	preposition	a1
to	infinitive marker	a1
tobacco	noun	c1
today	noun	a1
today	adverb	a1
toe	noun	b1
together	adverb	a1
toilet	noun	a1
tolerance	noun	c1
tolerate	verb	c1
toll	noun	c1
tomato	noun	a1
tomorrow	noun	a1
tomorrow	adverb	a1
ton	noun	b2
tone	noun	b2
tongue	noun	b1
tonight	noun	a1
tonight	adverb	a1
tonne	noun	b2
too	adverb	a1
tool	noun	a2
tooth	noun	a1
top	adjective	a2
top	noun	a2
top	verb	c1
topic	noun	a1
torture	noun	c1
torture	verb	c1
toss	verb	c1
total	adjective	b1
total	noun	b1
total	verb	c1
totally	adverb	b1
touch	noun	b1
touch	verb	a2
tough	adjective	b2
tour	noun	a2
tour	verb	b1
tourism	noun	a2
tourist	noun	a1
tournament	noun	b2
towards	preposition	a2
towel	noun	a2
tower	noun	a2
town	noun	a1
toxic	adjective	c1
toy	noun	a2
toy	adjective	a2
trace	noun	c1
trace	verb	b2
track	noun	a2
track	verb	b2
trade	noun	b1
trade	verb	b1
trademark	noun	c1
trading	noun	b2
tradition	noun	a2
traditional	adjective	a2
traffic	noun	a1
tragedy	noun	b2
tragic	adjective	b2
trail	noun	c1
trail	verb	c1
trailer	noun	c1
train	noun	a1
train	verb	a2
trainer	noun	a2
training	noun	a2
trait	noun	b2
transaction	noun	c1
transcript	noun	c1
transfer	noun	b2
transfer	verb	b2
transform	verb	b2
transformation	noun	c1
transit	noun	c1
transition	noun	b2
translate	verb	b1
translation	noun	b1
transmission	noun	c1
transmit	verb	b2
transparency	noun	c1
transparent	adjective	c1
transport	noun	a2
transport	verb	b1
transportation	noun	b2
trap	noun	b2
trap	verb	b2
trauma	noun	c1
travel	noun	a1
travel	verb	a1
traveller	noun	a2
treasure	noun	b2
treat	verb	b1
treatment	noun	b1
treaty	noun	c1
tree	noun	a1
tremendous	adjective	c1
trend	noun	b1
trial	noun	b2
tribal	adjective	c1
tribe	noun	b2
tribunal	noun	c1
tribute	noun	c1
trick	noun	b1
trick	verb	b1
trigger	noun	c1
trigger	verb	b2
trillion	number	b2
trio	noun	c1
trip	noun	a1
trip	verb	b2
triumph	noun	c1
troop	noun	b2
trophy	noun	c1
tropical	adjective	b2
trouble	noun	a2
trouble	verb	b2
troubled	adjective	c1
trousers	noun	a1
truck	noun	a2
true	adjective	a1
truly	adverb	b2
trust	noun	b2
trust	verb	b2
trustee	noun	c1
truth	noun	b1
try	noun	b2
try	verb	a1
tsunami	noun	b2
tube	noun	b1
Tuesday	noun	a1
tuition	noun	c1
tune	noun	b2
tunnel	noun	b2
turn	noun	a1
turn	verb	a1
turnout	noun	c1
turnover	noun	c1
TV	noun	a1
twelve	number	a1
twenty	number	a1
twice	adverb	a1
twin	adjective	a2
twin	noun	a2
twist	noun	c1
twist	verb	c1
two	number	a1
type	noun	a1
type	verb	b1
typical	adjective	a2
typically	adverb	b1
tyre	noun	b1
ugly	adjective	b1
ultimate	adjective	b2
ultimately	adverb	b2
umbrella	noun	a1
unable	adjective	b1
unacceptable	adjective	b2
uncertainty	noun	b2
uncle	noun	a1
uncomfortable	adjective	b1
unconscious	adjective	b2
under	preposition	a1
under	adverb	a1
undergo	verb	b2
undergraduate	noun	c1
underground	adjective	a2
underground	adverb	a2
underlying	adjective	c1
undermine	verb	c1
understand	verb	a1
understanding	noun	a2
undertake	verb	b2
underwear	noun	b1
undoubtedly	adverb	c1
unemployed	adjective	b1
unemployment	noun	b1
unexpected	adjective	b2
unfair	adjective	b1
unfold	verb	b2
unfortunate	adjective	b2
unfortunately	adverb	a2
unhappy	adjective	a2
uniform	noun	a2
unify	verb	c1
union	noun	b1
unique	adjective	b2
unit	noun	a2
unite	verb	b2
united	adjective	a2
unity	noun	b2
universal	adjective	b2
universe	noun	b2
university	noun	a1
unknown	adjective	b2
unless	conjunction	b1
unlike	preposition	b1
unlikely	adjective	b1
unnecessary	adjective	b1
unpleasant	adjective	b1
unprecedented	adjective	c1
until	conjunction	a1
until	preposition	a1
unusual	adjective	a2
unveil	verb	c1
up	preposition	a1
up	adverb	a1
upcoming	adjective	c1
update	noun	b1
update	verb	b1
upgrade	noun	c1
upgrade	verb	c1
uphold	verb	c1
upon	preposition	b1
upper	adjective	b2
upset	adjective	b1
upset	verb	b1
upstairs	adjective	a2
upstairs	adverb	a1
upwards	adverb	b2
urban	adjective	b2
urge	verb	b2
urgent	adjective	b2
us	pronoun	a1
usage	noun	b2
use	noun	a2
use	verb	a1
used	adjective	b1
used to	modal verb	a2
useful	adjective	a1
useless	adjective	b2
user	noun	a2
usual	adjective	a2
usually	adverb	a1
utility	noun	c1
utilize	verb	c1
utterly	adverb	c1
vacation	noun	a1
vacuum	noun	c1
vague	adjective	c1
valid	adjective	b2
validity	noun	c1
valley	noun	a2
valuable	adjective	b1
value	noun	b1
value	verb	b2
van	noun	a2
vanish	verb	c1
variable	adjective	c1
variable	noun	c1
variation	noun	b2
varied	adjective	c1
variety	noun	a2
various	adjective	b1
vary	verb	b2
vast	adjective	b2
vegetable	noun	a1
vehicle	noun	a2
vein	noun	c1
venture	noun	c1
venture	verb	c1
venue	noun	b2
verbal	adjective	c1
verdict	noun	c1
verify	verb	c1
verse	noun	c1
version	noun	b1
versus	preposition	c1
vertical	adjective	b2
very	adjective	b2
very	adverb	a1
vessel	noun	c1
veteran	noun	c1
via	preposition	b2
viable	adjective	c1
vibrant	adjective	c1
vice	noun	c1
vicious	adjective	c1
victim	noun	b1
victory	noun	b2
video	noun	a1
view	noun	a2
view	verb	b1
viewer	noun	b1
viewpoint	noun	b2
village	noun	a1
villager	noun	c1
violate	verb	c1
violation	noun	c1
violence	noun	b2
violent	adjective	b1
virtual	adjective	b2
virtue	noun	c1
virus	noun	a2
visa	noun	b2
visible	adjective	b2
vision	noun	b2
visit	noun	a1
visit	verb	a1
visitor	noun	a1
visual	adjective	b2
vital	adjective	b2
vitamin	noun	b2
vocal	adjective	c1
voice	noun	a2
volume	noun	b2
voluntary	adjective	b2
volunteer	noun	b1
volunteer	verb	b1
vote	noun	b1
vote	verb	b1
voting	noun	b2
vow	verb	c1
vulnerability	noun	c1
vulnerable	adjective	c1
wage	noun	b2
wait	noun	a2
wait	verb	a1
waiter	noun	a1
wake	verb	a1
walk	noun	a1
walk	verb	a1
wall	noun	a1
wander	verb	b2
want	verb	a1
war	noun	a2
ward	noun	c1
warehouse	noun	c1
warfare	noun	c1
warm	adjective	a1
warm	verb	b1
warming	noun	b2
warn	verb	b1
warning	noun	b1
warrant	noun	c1
warrant	verb	c1
warrior	noun	c1
wash	noun	a2
wash	verb	a1
washing	noun	a2
waste	adjective	b1
waste	noun	b1
waste	verb	b1
watch	noun	a1
watch	verb	a1
water	noun	a1
water	verb	b1
wave	noun	a2
wave	verb	b1
way	noun	a1
way	adverb	b2
we	pronoun	a1
weak	adjective	a2
weaken	verb	c1
weakness	noun	b2
wealth	noun	b2
wealthy	adjective	b2
weapon	noun	b1
wear	verb	a1
weather	noun	a1
weave	verb	c1
web	noun	a2
website	noun	a1
wedding	noun	a2
Wednesday	noun	a1
weed	noun	c1
week	noun	a1
weekend	noun	a1
weekly	adjective	b2
weigh	verb	b1
weight	noun	a2
weird	adjective	b2
welcome	adjective	a1
welcome	noun	a2
welcome	exclamation	a1
welcome	verb	a1
welfare	noun	b2
well	adjective	a1
well	noun	c1
well	adverb	a1
well	exclamation	a1
well-being	noun	c1
west	adjective	a1
west	noun	a1
west	adverb	a1
western	adjective	b1
wet	adjective	a2
what	determiner	a1
what	pronoun	a1
whatever	determiner	b1
whatever	pronoun	b1
whatsoever	adverb	c1
wheat	noun	b2
wheel	noun	a2
when	conjunction	a1
when	adverb	a1
when	pronoun	a1
whenever	conjunction	b1
where	adverb	a1
where	conjunction	a1
whereas	conjunction	b2
whereby	adverb	c1
wherever	conjunction	b2
whether	conjunction	b1
which	determiner	a1
which	pronoun	a1
while	conjunction	a2
while	noun	b1
whilst	conjunction	b2
whip	verb	c1
whisper	noun	b2
whisper	verb	b2
white	adjective	a1
white	noun	a1
who	pronoun	a1
whoever	pronoun	b2
